Retail,Nampa Gateway Center,1406 N. Galleria Drive,E124,Nampa,,ID,83687,,6 113 SF,Idaho Center,Regional Center/Mall,,Negotiable,,,Mark Bottles,18856800,Now
Retail,Nampa Gateway Center,1406 N. Galleria Drive,E125,Nampa,,ID,83687,,5 200 SF,Idaho Center,Regional Center/Mall,,Negotiable,,,Mark Bottles,18856800,Now
Retail,Nampa Gateway Center,1406 N. Galleria Drive,F101,Nampa,,ID,83687,,3 600 SF,Idaho Center,Regional Center/Mall,,Negotiable,,,Mark Bottles,18856800,Now
Retail,Nampa Gateway Center,1406 N. Galleria Drive,F104,Nampa,,ID,83687,,5 806 SF,Idaho Center,Regional Center/Mall,,Negotiable,,,Mark Bottles,18856800,Now
Retail,Nampa Gateway Center,1406 N. Galleria Drive,F112,Nampa,,ID,83687,,1 163 SF,Idaho Center,Regional Center/Mall,,Negotiable,,,Mark Bottles,18856800,Now
Retail,Nampa Gateway Center,1406 N. Galleria Drive,F113,Nampa,,ID,83687,,3 916 SF,Idaho Center,Regional Center/Mall,,Negotiable,,,Mark Bottles,18856800,Now
Retail,Nampa Gateway Center,1406 N. Galleria Drive,G103,Nampa,,ID,83687,,8 012 SF,Idaho Center,Regional Center/Mall,,Negotiable,,,Mark Bottles,18856800,Now
Retail,Nampa Gateway Center,1406 N. Galleria Drive,G104,Nampa,,ID,83687,,1 000 SF,Idaho Center,Regional Center/Mall,,Negotiable,,,Mark Bottles,18856800,Now
Retail,Nampa Gateway Center,1406 N. Galleria Drive,G110,Nampa,,ID,83687,,10 923 SF,Idaho Center,Regional Center/Mall,,Negotiable,,,Mark Bottles,18856800,Now
Retail,Nampa Gateway Center,1406 N. Galleria Drive,G116,Nampa,,ID,83687,,7 907 SF,Idaho Center,Regional Center/Mall,,Negotiable,,,Mark Bottles,18856800,Now
Retail,Nampa Gateway Center,1406 N. Galleria Drive,G118,Nampa,,ID,83687,,4 000 SF,Idaho Center,Regional Center/Mall,,Negotiable,,,Mark Bottles,18856800,Now
Retail,Nampa Gateway Center,1406 N. Galleria Drive,G120,Nampa,,ID,83687,,2 500 SF,Idaho Center,Regional Center/Mall,,Negotiable,,,Mark Bottles,18856800,Now
Retail,Nampa Gateway Center,1406 N. Galleria Drive,G121,Nampa,,ID,83687,,5 165 SF,Idaho Center,Regional Center/Mall,,Negotiable,,,Mark Bottles,18856800,Now
Retail,Nampa Gateway Center,1406 N. Galleria Drive,G126,Nampa,,ID,83687,,7 175 SF,Idaho Center,Regional Center/Mall,,Negotiable,,,Mark Bottles,18856800,Now
Retail,Nampa Gateway Center,1406 N. Galleria Drive,H102,Nampa,,ID,83687,,4 184 SF,Idaho Center,Regional Center/Mall,,Negotiable,,,Mark Bottles,18856800,Now
Retail,Nampa Gateway Center,1406 N. Galleria Drive,H110,Nampa,,ID,83687,,2 800 SF,Idaho Center,Regional Center/Mall,,Negotiable,,,Mark Bottles,18856800,Now
Retail,Nampa Gateway Center,1406 N. Galleria Drive,H111,Nampa,,ID,83687,,4 202 SF,Idaho Center,Regional Center/Mall,,Negotiable,,,Mark Bottles,18856800,Now
Office,Hilltop Business Center,4301 Garrity Boulevard,Suite 202,Nampa,,ID,83687,7 668 SF,743 SF,Idaho Center,Office Building,B,$0.98 /SF/Mo,2 677 SF,,Scott Raeber,18856875,
Office,Hilltop Business Center,4301 Garrity Boulevard,Suite 203,Nampa,,ID,83687,7 668 SF,1 934 SF,Idaho Center,Office Building,B,$0.96 - $0.98 /SF/Mo,2 677 SF,,Scott Raeber,18856875,
Office,512 N Kings Road,512 N Kings Road,Space 1,Nampa,,ID,83687,2 820 SF,2 820 SF,Idaho Center,Office Building,,$0.79 /SF/Mo,,,Sherry Schoen,18771694,
Office,Saint Alphonsus Garrity MOB,4424 E Flamingo Avenue,2nd Floor,Nampa,,ID,83687,64 419 SF,11 192 SF,Idaho Center,Medical Office,A,Negotiable,7 780 SF,,Kristen Kelley,18271352,Now
Office,Saint Alphonsus Garrity MOB,4424 E Flamingo Avenue,3rd Floor,Nampa,,ID,83687,64 419 SF,9 496 SF,Idaho Center,Medical Office,A,Negotiable,7 603 SF,,Kristen Kelley,18271352,Now
Retail,Aspen Creek,6026 Birch Ln,Space 1,Nampa,,ID,83687,2 500 SF,2 500 SF,Idaho Center,Restaurant,,$2.92 /SF/Mo,,,Tricia Callies,18453571,Now
Retail,Shops at the Idaho Center,16011 Idaho Center Boulevard,16017,Nampa,,ID,83687,12 000 SF,1 382 SF,Idaho Center,Restaurant,,$1.33 /SF/Mo,1 382 SF,,Mike Christensen,16501626,
Retail,Shops at the Idaho Center,16011 Idaho Center Boulevard,2,Nampa,,ID,83687,12 000 SF,2 400 SF,Idaho Center,Restaurant,,$1.33 /SF/Mo,2 400 SF,,Mike Christensen,16501626,
Retail,Ridgecrest Plaza,5834 Franklin Road,5834,Nampa,,ID,83687,19 874 SF,1 386 SF,Idaho Center,Retail Pad,,$2 /SF/Mo,2 550 SF,,Mike Christensen,14247148,Now
Retail,Ridgecrest Plaza,5834 Franklin Road,5836,Nampa,,ID,83687,19 874 SF,1 217 SF,Idaho Center,Retail Pad,,$2 /SF/Mo,2 550 SF,,Mike Christensen,14247148,Now
Retail,Ridgecrest Plaza,5834 Franklin Road,5820,Nampa,,ID,83687,19 874 SF,1 950 SF,Idaho Center,Retail Pad,,$2 - $2.67 /SF/Mo,1 950 SF,,Mike Christensen,14247148,Now
Retail,Ridgecrest Plaza,5834 Franklin Road,5830,Nampa,,ID,83687,19 874 SF,1 694 SF,Idaho Center,Retail Pad,,$2 - $2.67 /SF/Mo,,,Mike Christensen,14247148,Now
Retail,Ridgecrest Plaza,5834 Franklin Road,5834,Nampa,,ID,83687,19 874 SF,1 386 SF,Idaho Center,Retail Pad,,$2 - $2.67 /SF/Mo,,,Mike Christensen,14247148,Now
Industrial,3710 Newby St,3710 Newby st,Space 1,Nampa,,ID,83687,9 600 SF,5 100 SF,Idaho Center,Flex Space,,$0.56 /SF/Mo,,,shannon Robnett,19304962,Now
Office,Premier TitleOne Building,5660-5688 E. Franklin Road,100,Nampa,,ID,83686,44 783 SF,2 500 SF,Idaho Center,Office Building,,$1.42 /SF/Mo,2 500 SF,,Thornton Oliver Keller Commercial Real Estate,19258533,Now
Office,Premier TitleOne Building,5660-5688 E. Franklin Road,110,Nampa,,ID,83686,44 783 SF,1 205 SF,Idaho Center,Office Building,,$1.42 /SF/Mo,1 205 SF,,Thornton Oliver Keller Commercial Real Estate,19258533,Now
Office,Premier TitleOne Building,5660-5688 E. Franklin Road,130,Nampa,,ID,83686,44 783 SF,1 760 SF,Idaho Center,Office Building,,$1.42 - $1.50 /SF/Mo,1 760 SF,,Thornton Oliver Keller Commercial Real Estate,19258533,Now
Office,Premier TitleOne Building,5660-5688 E. Franklin Road,201,Nampa,,ID,83686,44 783 SF,7 102 SF,Idaho Center,Office Building,,$1.42 - $1.50 /SF/Mo,7 102 SF,,Thornton Oliver Keller Commercial Real Estate,19258533,Now
Office,Premier TitleOne Building,5660-5688 E. Franklin Road,311,Nampa,,ID,83686,44 783 SF,1 265 SF,Idaho Center,Office Building,,$1.42 - $1.50 /SF/Mo,1 265 SF,,Thornton Oliver Keller Commercial Real Estate,19258533,Now
Office,Premier TitleOne Building,5660-5688 E. Franklin Road,320A,Nampa,,ID,83686,44 783 SF,140 SF,Idaho Center,Office Building,,$1.42 - $2.25 /SF/Mo,140 SF,,Thornton Oliver Keller Commercial Real Estate,19258533,Now
Office,Premier TitleOne Building,5660-5688 E. Franklin Road,320B,Nampa,,ID,83686,44 783 SF,140 SF,Idaho Center,Office Building,,$1.42 - $2.25 /SF/Mo,140 SF,,Thornton Oliver Keller Commercial Real Estate,19258533,Now
Office,Premier TitleOne Building,5660-5688 E. Franklin Road,320C,Nampa,,ID,83686,44 783 SF,165 SF,Idaho Center,Office Building,,$1.42 - $2.27 /SF/Mo,165 SF,,Thornton Oliver Keller Commercial Real Estate,19258533,Now
Office,Premier TitleOne Building,5660-5688 E. Franklin Road,320D,Nampa,,ID,83686,44 783 SF,127 SF,Idaho Center,Office Building,,$1.42 - $2.27 /SF/Mo,127 SF,,Thornton Oliver Keller Commercial Real Estate,19258533,Now
Office,Premier TitleOne Building,5660-5688 E. Franklin Road,320E,Nampa,,ID,83686,44 783 SF,140 SF,Idaho Center,Office Building,,$1.42 - $2.27 /SF/Mo,140 SF,,Thornton Oliver Keller Commercial Real Estate,19258533,Now
Office,Premier TitleOne Building,5660-5688 E. Franklin Road,320F,Nampa,,ID,83686,44 783 SF,165 SF,Idaho Center,Office Building,,$1.42 - $2.27 /SF/Mo,165 SF,,Thornton Oliver Keller Commercial Real Estate,19258533,Now
Office,Premier TitleOne Building,5660-5688 E. Franklin Road,100/110,Nampa,,ID,83686,44 783 SF,3 705 SF,Idaho Center,Office Building,,$1.42 - $2.27 /SF/Mo,3 705 SF,,Thornton Oliver Keller Commercial Real Estate,19258533,Now
Office,Franklin Class A Office Space For Lease,5648 East Franklin Road,Available 2,Nampa,,ID,83687,7 016 SF,2 223 SF,Idaho Center,Office Building,A,$1.33 /SF/Mo,2 223 SF,,Jennifer McEntee,16596336,
Retail,Garrity Crossing,1201-1221 N. Jacob Allcott Way,1208,Nampa,,ID,83687,23 261 SF,1 157 SF,Idaho Center,Retail (Other),,$1.38 /SF/Mo,1 157 SF,,Thornton Oliver Keller Commercial Real Estate,17061013,Now
Retail,Garrity Crossing,1201-1221 N. Jacob Allcott Way,1206,Nampa,,ID,83687,23 261 SF,1 294 SF,Idaho Center,Retail (Other),,$1.38 /SF/Mo,1 294 SF,,Thornton Oliver Keller Commercial Real Estate,17061013,Now
Retail,Garrity Crossing,1201-1221 N. Jacob Allcott Way,1221,Nampa,,ID,83687,23 261 SF,2 034 SF,Idaho Center,Retail (Other),,$1.38 /SF/Mo,2 034 SF,,Thornton Oliver Keller Commercial Real Estate,17061013,Now
Retail,Garrity Crossing,1201-1221 N. Jacob Allcott Way,1206-1208,Nampa,,ID,83687,23 261 SF,2 451 SF,Idaho Center,Retail (Other),,$1.38 /SF/Mo,2 451 SF,,Thornton Oliver Keller Commercial Real Estate,17061013,Now
Retail,Garrity Crossing,1201-1221 N. Jacob Allcott Way,1216,Nampa,,ID,83687,23 261 SF,5 045 SF,Idaho Center,Retail (Other),,$1.29 - $1.38 /SF/Mo,5 045 SF,,Thornton Oliver Keller Commercial Real Estate,17061013,Now
Office,3904 Flamingo,3904 E. Flamingo Avenue,C,Nampa,,ID,83687,18 154 SF,10 880 SF,Idaho Center,Office Building,A,$1 /SF/Mo,10 880 SF,,Thornton Oliver Keller Commercial Real Estate,17961249,Now
Industrial,2512 Railroad,2512 Railroad,1,Nampa,,ID,83651,7 256 SF,7 256 SF,South Nampa,Warehouse,,$0.45 /SF/Mo,7 256 SF,,Thornton Oliver Keller Commercial Real Estate,19354438,Now
Retail,Owyhee Center Retail Plaza,511 12th Avenue Road,511,Nampa,,ID,83686,50 000 SF,1 943 SF,South Nampa,Retail (Other),,$0.83 /SF/Mo,,,David Bohecker,13561916,Now
Retail,Owyhee Center Retail Plaza,511 12th Avenue Road,519,Nampa,,ID,83686,50 000 SF,1 804 SF,South Nampa,Retail (Other),,$0.83 /SF/Mo,,,David Bohecker,13561916,Now
Retail,Dallan Woods Neighborhood Retail For Lease,120 South Midland Boulevard,SUITE 122,Nampa,,ID,83686,,1 200 SF,South Nampa,Neighborhood Center,,$0.83 /SF/Mo,1 200 SF,,Shelley Wallace,19301631,Now
Retail,Dallan Woods Neighborhood Retail For Lease,120 South Midland Boulevard,SUITE 134,Nampa,,ID,83686,,1 506 SF,South Nampa,Neighborhood Center,,$0.83 /SF/Mo,4 201 SF,,Shelley Wallace,19301631,Now
Retail,Dallan Woods Neighborhood Retail For Lease,120 South Midland Boulevard,SUITE 138,Nampa,,ID,83686,,2 695 SF,South Nampa,Neighborhood Center,,$0.83 /SF/Mo,4 201 SF,,Shelley Wallace,19301631,Now
Retail,1115-1129 12th Ave,1115-1129 12th Ave,Space 1,Nampa,,ID,83686,54 450 SF,1 265 SF,South Nampa,Retail (Other),,$0.71 /SF/Mo,,,Lincoln Hagood,19283962,Now
Retail,Holly Plaza,104 Holly Street,192,Nampa,,ID,83651,,2 350 SF,South Nampa,Neighborhood Center,B,$0.75 /SF/Mo,,,Lincoln Hagood,19093196,Now
Retail,Holly Plaza,104 Holly Street,200,Nampa,,ID,83651,,6 095 SF,South Nampa,Neighborhood Center,B,$0.75 /SF/Mo,,,Lincoln Hagood,19093196,Now
Retail,Holly Plaza,104 Holly Street,214,Nampa,,ID,83651,,1 800 SF,South Nampa,Neighborhood Center,B,$0.75 - $0.83 /SF/Mo,1 800 SF,,Lincoln Hagood,19093196,Now
Retail,Holly Plaza,104 Holly Street,216,Nampa,,ID,83651,,1 500 SF,South Nampa,Neighborhood Center,B,$0.75 - $0.92 /SF/Mo,1 500 SF,,Lincoln Hagood,19093196,Now
Retail,Holly Plaza,104 Holly Street,220,Nampa,,ID,83651,,1 435 SF,South Nampa,Neighborhood Center,B,$0.67 - $0.92 /SF/Mo,,,Lincoln Hagood,19093196,Now
Retail,Holly Plaza,104 Holly Street,124,Nampa,,ID,83651,,12 844 SF,South Nampa,Neighborhood Center,B,$0.54 - $0.92 /SF/Mo,,,Lincoln Hagood,19093196,9/1/2015
Industrial,926 Impressions Court,916-930 S. Impressions Court,926,Nampa,,ID,83687,7 200 SF,3 600 SF,South Nampa,Warehouse,,$0.50 /SF/Mo,3 600 SF,,Thornton Oliver Keller Commercial Real Estate,19020353,Now
Office,West Georgia II Professional,207 W. Georgia Avenue,Suite 150,Nampa,,ID,83686,9 676 SF,1 767 SF,South Nampa,Office Building,A,$1 /SF/Mo,1 767 SF,,Bryant Jones,17860767,
Office,West Georgia II Professional,207 W. Georgia Avenue,160,Nampa,,ID,83686,9 676 SF,3 095 SF,South Nampa,Office Building,A,$1 /SF/Mo,,,Bryant Jones,17860767,Now
Office,West Georgia II Professional,207 W. Georgia Avenue,170,Nampa,,ID,83686,9 676 SF,4 560 SF,South Nampa,Office Building,A,$1 /SF/Mo,,,Bryant Jones,17860767,Now
Office,Dental/Medical Office For Lease,1603 12th Avenue Road  Suite D,Suite D,Nampa,,ID,83686,2 500 SF,2 500 SF,South Nampa,Medical Office,B,$0.83 /SF/Mo,,,Arthur Berry,18834590,
Industrial,Industrial Flex  Retail Building For Lease,1331 12th Avenue Road,Building,Nampa,,ID,83686,7 500 SF,7 500 SF,South Nampa,Flex Space,,$0.75 /SF/Mo,7 500 SF,,Bryan Oliver,18770682,Now
Industrial,1915-1927 Elder Street,1915-1927 Elder Street,1927,Nampa,,ID,83686,45 360 SF,13 500 SF,South Nampa,Warehouse,,$0.42 /SF/Mo,13 500 SF,,Steve Foster,16585609,
Industrial,1915-1927 Elder Street,1915-1927 Elder Street,1915-1923,Nampa,,ID,83686,45 360 SF,22 500 SF,South Nampa,Warehouse,,$0.42 /SF/Mo,22 500 SF,,Steve Foster,16585609,
Retail,Southside Station,3167 E Greenhurst,Space B,Nampa,,ID,83686,,1 136 SF,South Nampa,Neighborhood Center,,$1.25 /SF/Mo,5 048 SF,,Arthur Berry,17563369,Now
Retail,Southside Station,3167 E Greenhurst,Space C,Nampa,,ID,83686,,1 409 SF,South Nampa,Neighborhood Center,,$1.25 /SF/Mo,5 048 SF,,Arthur Berry,17563369,Now
Retail,Southside Station,3167 E Greenhurst,Space D,Nampa,,ID,83686,,1 214 SF,South Nampa,Neighborhood Center,,$1.25 /SF/Mo,3 759 SF,,Arthur Berry,17563369,Now
Retail,Southside Station,3167 E Greenhurst,Space E,Nampa,,ID,83686,,1 289 SF,South Nampa,Neighborhood Center,,$1.25 /SF/Mo,5 048 SF,,Arthur Berry,17563369,Now
Retail,Southside Station,3167 E Greenhurst,5,Nampa,,ID,83686,,2 350 SF,South Nampa,Neighborhood Center,,$1.17 - $1.25 /SF/Mo,2 350 SF,,Arthur Berry,17563369,Now
Retail,Berkshire Bank Building,164 East Maine Avenue,Space 1,Nampa,,ID,83686,3 296 SF,3 296 SF,South Nampa,Free Standing Bldg,,$2 /SF/Mo,3 296 SF,,Lew Goldman,18463871,
Retail,12th Ave Stores,185 E. Maine Street,Space 1,Nampa,,ID,83686,10 367 SF,1 460 SF,South Nampa,Street Retail,,$1.33 /SF/Mo,,,Brian Herbert,16963914,Now
Retail,12th Ave Stores,185 E. Maine Street,105,Nampa,,ID,83686,10 367 SF,3 350 SF,South Nampa,Street Retail,,$1.33 /SF/Mo,,,Brian Herbert,16963914,Now
Retail,12th Avenue Place - Redevelopment Complete,1115 12th Avenue,Suite 1129,Nampa,,ID,83651,10 340 SF,1 391 SF,South Nampa,Retail (Other),,$0.79 /SF/Mo,,,Chris Penland,18080926,
Office,Healing Arts Medical Center,222 W. Iowa Avenue,Remainder of 2nd Flr,Nampa,,ID,83686,24 000 SF,3 940 SF,South Nampa,Medical Office,B,$1.08 /SF/Mo,3 940 SF,,David Vaughan,17371899,Now
Office,Healing Arts Medical Center,222 W. Iowa Avenue,Largest Demised,Nampa,,ID,83686,24 000 SF,1 536 SF,South Nampa,Medical Office,B,$1.08 /SF/Mo,,,David Vaughan,17371899,Now
Office,Healing Arts Medical Center,222 W. Iowa Avenue,2nd Largest Demised,Nampa,,ID,83686,24 000 SF,1 312 SF,South Nampa,Medical Office,B,$1.08 /SF/Mo,,,David Vaughan,17371899,
Office,Healing Arts Medical Center,222 W. Iowa Avenue,Smallest Demised,Nampa,,ID,83686,24 000 SF,1 092 SF,South Nampa,Medical Office,B,$1.08 /SF/Mo,,,David Vaughan,17371899,
Office,Healing Arts Medical Center,222 W. Iowa Avenue,Basement,Nampa,,ID,83686,24 000 SF,4 100 SF,South Nampa,Medical Office,B,$0.92 - $1.08 /SF/Mo,,,David Vaughan,17371899,
Office,Healing Arts Medical Center,222 W. Iowa Avenue,Suite 225,Nampa,,ID,83686,24 000 SF,2 763 SF,South Nampa,Medical Office,B,Negotiable,,,David Vaughan,17371899,
Retail,Greenhurst Family Plaza Shops A,2318-2403 S. 12th Avenue,2324,Nampa,,ID,83686,16 791 SF,1 677 SF,South Nampa,Retail (Other),,$1.25 /SF/Mo,1 677 SF,,Thornton Oliver Keller Commercial Real Estate,17533524,Now
Retail,Greenhurst Family Plaza Shops A,2318-2403 S. 12th Avenue,2324/2330,Nampa,,ID,83686,16 791 SF,3 515 SF,South Nampa,Retail (Other),,$1.25 /SF/Mo,3 515 SF,,Thornton Oliver Keller Commercial Real Estate,17533524,Now
Retail,Greenhurst Family Plaza Shops A,2318-2403 S. 12th Avenue,2330,Nampa,,ID,83686,16 791 SF,1 838 SF,South Nampa,Retail (Other),,$1.25 /SF/Mo,1 838 SF,,Thornton Oliver Keller Commercial Real Estate,17533524,Now
Retail,Greenhurst Family Plaza Shops A,2318-2403 S. 12th Avenue,2420,Nampa,,ID,83686,16 791 SF,1 160 SF,South Nampa,Retail (Other),,$1.25 /SF/Mo,1 160 SF,,Thornton Oliver Keller Commercial Real Estate,17533524,Now
Retail,Greenhurst Family Plaza Shops A,2318-2403 S. 12th Avenue,2422,Nampa,,ID,83686,16 791 SF,1 276 SF,South Nampa,Retail (Other),,$1.25 /SF/Mo,1 276 SF,,Thornton Oliver Keller Commercial Real Estate,17533524,Now
Retail,Greenhurst Family Plaza Shops A,2318-2403 S. 12th Avenue,2420/2422,Nampa,,ID,83686,16 791 SF,2 436 SF,South Nampa,Retail (Other),,$1.25 /SF/Mo,2 436 SF,,Thornton Oliver Keller Commercial Real Estate,17533524,Now
Office,12th Avenue Place - Office,230 W. Georgia Street,230,Nampa,,ID,83686,5 120 SF,2 560 SF,South Nampa,Office Building,,$1.02 /SF/Mo,2 560 SF,,Thornton Oliver Keller Commercial Real Estate,18385524,Now
Office,12th Avenue Place - Office,220 W. Georgia Street,220,Nampa,,ID,83686,5 120 SF,5 120 SF,South Nampa,Office Building,,$0.94 /SF/Mo,5 120 SF,,Thornton Oliver Keller Commercial Real Estate,18385523,Now
Office,12th Avenue Place - Office,270 W. Georgia Street,270,Nampa,,ID,83686,5 120 SF,5 120 SF,South Nampa,Office Building,,$0.94 /SF/Mo,5 120 SF,,Thornton Oliver Keller Commercial Real Estate,16969687,Now
Retail,1205 11th Ave. S.,1205 11th Ave. S.,Space 1,Nampa,,ID,83651,,1 480 SF,Downtown Nampa,Free Standing Bldg,,$1.08 /SF/Mo,,,Ron Ramza,19328297,Now
Retail,Library Square,1125 2nd Street South,101,Nampa,,ID,83651,,2 187 SF,Downtown Nampa,Community Center,,$1.33 /SF/Mo,,,Mike Christensen,19303986,Now
Office,1st Street Marketplace,1224 1st Street,102,Nampa,,ID,83651,22 505 SF,306 SF,Downtown Nampa,Office Building,C,$0.83 /SF/Mo,,,Bryant Jones,16435334,
Office,1st Street Marketplace,1224 1st Street,308,Nampa,,ID,83651,22 505 SF,170 SF,Downtown Nampa,Office Building,C,Negotiable,,,Bryant Jones,16435334,
Office,1st Street Marketplace,1224 1st Street,309,Nampa,,ID,83651,22 505 SF,256 SF,Downtown Nampa,Office Building,C,Negotiable,,,Bryant Jones,16435334,
Office,1st Street Marketplace,1224 1st Street,300,Nampa,,ID,83651,22 505 SF,361 SF,Downtown Nampa,Office Building,C,$0.83 - $1.08 /SF/Mo,,,Bryant Jones,16435334,
Office,1st Street Marketplace,1224 1st Street,302,Nampa,,ID,83651,22 505 SF,779 SF,Downtown Nampa,Office Building,C,$0.83 - $1.08 /SF/Mo,,,Bryant Jones,16435334,Now
Office,1st Street Marketplace,1224 1st Street,310,Nampa,,ID,83651,22 505 SF,213 SF,Downtown Nampa,Office Building,C,$0.83 - $1.08 /SF/Mo,,,Bryant Jones,16435334,Now
Retail,The Depot Downtown,315 12th Ave. South,Space 1,Nampa,,ID,83651,2 540 SF,2 540 SF,Downtown Nampa,Retail (Other),,$1 /SF/Mo,,,Sherry Schoen,19228255,Now
Retail,624 12th Ave. S.,624 12th Ave. S.,Space 1,Nampa,,ID,83651,,2 100 SF,Downtown Nampa,Strip Center,,$1 /SF/Mo,2 100 SF,,David Gronbeck,19213903,Now
Industrial,1404 1st Street South,1404 1st Street South,Space 1,Nampa,,ID,83687,5 900 SF,5 900 SF,Downtown Nampa,Warehouse,,$0.25 - $122.92 /SF/Mo,,,Mike Pena,19205535,Now
Office,Acree Plaza,924 3rd St. So. Suite B,Suite B,Nampa,,ID,83686,5 000 SF,1 400 SF,Downtown Nampa,Office Building,,$0.70 - $81.25 /SF/Mo,,,Jeff Acree,19184751,Now
Office,Great Opportunity,1206  1212 11th St S,1212,Nampa,,ID,83651,2 211 SF,936 SF,Downtown Nampa,Office Building,B,$0.96 - $74.58 /SF/Mo,,,Mark Allen,19115032,Now
Office,Great Opportunity,1206  1212 11th St S,1206,Nampa,,ID,83651,2 211 SF,1 275 SF,Downtown Nampa,Office Building,B,$0.96 - $107.92 /SF/Mo,,,Mark Allen,19115032,
Office,104-112 9th St.,104-112 9th St.,104,Nampa,,ID,83651,5 000 SF,150 SF,Downtown Nampa,Office Building,B,$1.67 - $20.83 /SF/Mo,,,Mike Pena,19108577,Now
Office,104-112 9th St.,104-112 9th St.,112,Nampa,,ID,83651,5 000 SF,1 844 SF,Downtown Nampa,Office Building,B,$0.83 - $20.83 /SF/Mo,,,Mike Pena,19108577,Now
Office,824 17th Street,824 17th Street,Space 1,Nampa,,ID,83651,3 408 SF,3 408 SF,Downtown Nampa,Medical Office,C,$0.63 - $179.17 /SF/Mo,,,Lincoln Hagood,19072791,Now
Office,Longbranch Station,16 12th Ave S,Suite 110,Nampa,,ID,83651,33 829 SF,1 400 SF,Downtown Nampa,Creative/Loft,C,$0.83 /SF/Mo,,,Chase Erkins,17903704,
Office,Longbranch Station,16 12th Ave S,Suite 200,Nampa,,ID,83651,33 829 SF,972 SF,Downtown Nampa,Creative/Loft,C,$0.83 /SF/Mo,,,Chase Erkins,17903704,
Office,Longbranch Station,16 12th Ave S,Suite 201,Nampa,,ID,83651,33 829 SF,407 SF,Downtown Nampa,Creative/Loft,C,$0.83 /SF/Mo,,,Chase Erkins,17903704,
Office,Longbranch Station,16 12th Ave S,Suite 210,Nampa,,ID,83651,33 829 SF,1 350 SF,Downtown Nampa,Creative/Loft,C,$0.83 /SF/Mo,,,Chase Erkins,17903704,
Office,Longbranch Station,16 12th Ave S,21 Wall St.,Nampa,,ID,83651,33 829 SF,1 300 SF,Downtown Nampa,Creative/Loft,C,$0.83 /SF/Mo,,,Chase Erkins,17903704,
Office,Longbranch Station,16 12th Ave S,101,Nampa,,ID,83651,33 829 SF,442 SF,Downtown Nampa,Creative/Loft,C,$0.83 /SF/Mo,,,Chase Erkins,17903704,
Retail,1021 12th Avenue South,1021 12th Avenue South,Suite 1021,Nampa,,ID,83651,,600 SF,Downtown Nampa,Strip Center,,$1.17 /SF/Mo,,,Chase Erkins,18896654,Now
Retail,Longbranch Restaurant,16 12th Avenue S.,Lower Level,Nampa,,ID,83651,33 829 SF,6 344 SF,Downtown Nampa,Restaurant,,$0.55 /SF/Mo,,,Chase Erkins,18132339,Now
Retail,1604 Garritty,1604 Garritty,Space 101&102,Nampa,,ID,83687,7 616 SF,2 528 SF,Downtown Nampa,Street Retail,,$0.52 - $110.17 /SF/Mo,2 528 SF,,Tim Graver,16978544,
Office,220 3rd ave south,220 3rd ave south,Space 1,Nampa,,ID,83651,8 000 SF,1 600 SF,Downtown Nampa,Office Building,A,$0.94 - $125 /SF/Mo,,,Dave Dykstra,19352713,Now
Retail,1215 Nampa,1215 3rd Street S,Space 1,Nampa,,ID,83651,3 200 SF,3 200 SF,Downtown Nampa,Street Retail,,$0.58 - $154.17 /SF/Mo,,,Chad Hansen,19162802,Now
Retail,,16554 Midland Blvd,STE 102,Nampa,,UT,83687,6 580 SF,1 800 SF,Karcher,Retail (Other),,$2.33 /SF/Mo,4 080 SF,,Dustin Carruth,19332758,11/1/2015
Retail,,16554 Midland Blvd,STE 103,Nampa,,UT,83687,6 580 SF,2 280 SF,Karcher,Retail (Other),,$2.33 /SF/Mo,4 080 SF,,Dustin Carruth,19332758,11/1/2015
