Retail,Overland Park Shopping Center,6883 Overland Road,6883,Boise,,ID,83709,155 000 SF,6 900 SF,Central Bench,Street Retail,,Negotiable,,,Angela Wickham,16268525,Now
Retail,Overland Park Shopping Center,6883 Overland Road,7115,Boise,,ID,83709,155 000 SF,3 300 SF,Central Bench,Street Retail,,Negotiable,,,Angela Wickham,16268525,Now
Office,4883 W. Malad,4883 W. Malad,Suite A,Boise,,ID,83709,4 922 SF,1 998 SF,Central Bench,Medical Office,B,$0.75 /SF/Mo,1 998 SF,,Amanda Alvaro,17449892,
Office,4869 Malad,4869 West Malad,Suite D,Boise,,ID,83709,4 715 SF,1 675 SF,Central Bench,Office Building,A,$0.75 /SF/Mo,1 675 SF,,Amanda Alvaro,17449832,
Retail,Overland Park Center,6855-7165 Overland Road,6883,Boise,,ID,83706,155 000 SF,6 900 SF,Central Bench,Retail (Other),,Negotiable,6 900 SF,,Thornton Oliver Keller Commercial Real Estate,17244654,Now
Retail,Overland Park Center,6855-7165 Overland Road,7115,Boise,,ID,83706,155 000 SF,3 300 SF,Central Bench,Retail (Other),,Negotiable,3 300 SF,,Thornton Oliver Keller Commercial Real Estate,17244654,Now
Industrial,Kendall Center 6,5555-5569 Kendall Street,5569,Boise,,ID,83706,12 721 SF,4 925 SF,Central Bench,Flex Space,,$0.75 /SF/Mo,4 925 SF,,Thornton Oliver Keller Commercial Real Estate,16372617,Now
Industrial,Kendall Center 2,5437-5451 Kendall Street,5441,Boise,,ID,83706,16 560 SF,2 400 SF,Central Bench,Flex Space,,$0.45 /SF/Mo,2 400 SF,,Thornton Oliver Keller Commercial Real Estate,16372604,Now
Industrial,Kendall Center 2,5437-5451 Kendall Street,5447,Boise,,ID,83706,16 560 SF,2 400 SF,Central Bench,Flex Space,,$0.45 /SF/Mo,2 400 SF,,Thornton Oliver Keller Commercial Real Estate,16372604,Now
Office,Airport Center II,3184 Elder Street,1,Boise,,ID,83705,14 000 SF,14 000 SF,Central Bench,Office Building,,Negotiable,14 000 SF,,Thornton Oliver Keller Commercial Real Estate,16187614,Now
Office,Airport Center II,3184 Elder Street,Bldgs 2/3,Boise,,ID,83705,14 000 SF,21 000 SF,Central Bench,Office Building,,Negotiable,21 000 SF,,Thornton Oliver Keller Commercial Real Estate,16187614,Now
Office,Airport Center - Build to Suit,3056-3276 W. Elder Street,Bldg 3,Boise,,ID,83705,42 800 SF,25 000 SF,Central Bench,Office Building,,Negotiable,25 000 SF,,Thornton Oliver Keller Commercial Real Estate,16219070,Now
Office,Airport Center - Build to Suit,3056-3276 W. Elder Street,Bldg 1,Boise,,ID,83705,42 800 SF,9 800 SF,Central Bench,Office Building,,Negotiable,9 800 SF,,Thornton Oliver Keller Commercial Real Estate,16219070,Now
Office,Airport Center - Build to Suit,3056-3276 W. Elder Street,Bldg 2,Boise,,ID,83705,42 800 SF,8 000 SF,Central Bench,Office Building,,Negotiable,8 000 SF,,Thornton Oliver Keller Commercial Real Estate,16219070,Now
Office,Airport Center IV,3264-3276 Elder Street,104,Boise,,ID,83705,14 000 SF,1 314 SF,Central Bench,Office Building,,Negotiable,1 314 SF,,Thornton Oliver Keller Commercial Real Estate,16187625,Now
Office,Orchard Office Park,410 S Orchard #108,Space 1,Boise,,ID,83705,1 976 SF,1 976 SF,Central Bench,Office Building,B,$0.50 /SF/Mo,,,Jamie Cafferty,15890306,
Retail,Hillcrest Pad Building,5150 W. Overland Rd,100,Boise,,ID,83709,6 430 SF,2 181 SF,Central Bench,Retail (Other),,$1.58 /SF/Mo,2 181 SF,,Lew Goldman,15132016,Now
Retail,3506 W. State St. #103,3506 W. State St. #103,Space 1,Boise,,ID,83703,5 900 SF,1 349 SF,North End,Street Retail,,$0.82 - $91.67 /SF/Mo,,,Tricia Callies,16955755,
Retail,3506 W. State St. #103,3506 W. State St. #103,2,Boise,,ID,83703,5 900 SF,2 179 SF,North End,Street Retail,,$0.82 - $157.08 /SF/Mo,,,Tricia Callies,16955755,
Retail,3506 W. State St. #103,3506 W. State St. #103,102,Boise,,ID,83703,5 900 SF,900 SF,North End,Street Retail,,$0.82 - $157.08 /SF/Mo,,,Tricia Callies,16955755,Now
Retail,City Center Plaza,Downtown Boise on the Grove Plaza,Suite C,Boise,,ID,83702,22 000 SF,3 021 SF,North End,Restaurant,,$2.17 /SF/Mo,,,Mark Cleverley,18672286,
Retail,City Center Plaza,Downtown Boise on the Grove Plaza,Suite B,Boise,,ID,83702,22 000 SF,4 836 SF,North End,Restaurant,,$2.17 /SF/Mo,,,Mark Cleverley,18672286,
Retail,City Center Plaza,Downtown Boise on the Grove Plaza,Suite E,Boise,,ID,83702,22 000 SF,1 600 SF,North End,Restaurant,,$2.17 /SF/Mo,,,Mark Cleverley,18672286,
Retail,City Center Plaza,Downtown Boise on the Grove Plaza,Suite F,Boise,,ID,83702,22 000 SF,5 650 SF,North End,Restaurant,,$2.17 /SF/Mo,,,Mark Cleverley,18672286,
Retail,3506 W. State St. #104,3506 W. State St. #104,Space 1,Boise,,ID,83703,,832 SF,North End,Strip Center,,$0.94 - $65.42 /SF/Mo,,,Tricia Callies,16955635,
Retail,3506 W. State St. #104,3506 W. State St. #104,2,Boise,,ID,83703,,2 179 SF,North End,Strip Center,,$0.87 - $157.08 /SF/Mo,,,Tricia Callies,16955635,Now
Office,3131 W State St,3131 W State St,Space 1,Boise,,ID,83703,8 261 SF,3 111 SF,North End,Office Building,A,$1.08 /SF/Mo,3 111 SF,,Hoyt Michener,18791392,
Office,30th & Main Street,3003 W. Main Street,110,Boise,,ID,83702,20 043 SF,1 874 SF,North End,Medical Office,,Negotiable,1 874 SF,,Thornton Oliver Keller Commercial Real Estate,18605504,Now
Office,30th & Main Street,3003 W. Main Street,200,Boise,,ID,83702,20 043 SF,10 230 SF,North End,Medical Office,,Negotiable,10 230 SF,,Thornton Oliver Keller Commercial Real Estate,18605504,Now
Retail,2913 W. State St.,2913 W. State St.,Space 1,Boise,,ID,83702,,1 200 SF,North End,Strip Center,,$1 - $100 /SF/Mo,,,Amanda Alvaro,19313751,Now
Retail,Glenwood City Center,5111 - 5181 N. Glenwood St,Anchor,Boise,,ID,83714,,28 710 SF,Garden City,Strip Center,,$0.50 /SF/Mo,,,Matt Mahoney,19361491,Now
Retail,Glenwood City Center,5111 - 5181 N. Glenwood St,5111,Boise,,ID,83714,,1 600 SF,Garden City,Strip Center,,$0.50 - $0.75 /SF/Mo,,,Matt Mahoney,19361491,Now
Retail,Glenwood City Center,5111 - 5181 N. Glenwood St,5113,Boise,,ID,83714,,1 600 SF,Garden City,Strip Center,,$0.50 - $0.75 /SF/Mo,,,Matt Mahoney,19361491,Now
Retail,Glenwood City Center,5111 - 5181 N. Glenwood St,5115,Boise,,ID,83714,,1 600 SF,Garden City,Strip Center,,$0.50 - $0.75 /SF/Mo,,,Matt Mahoney,19361491,Now
Retail,Glenwood City Center,5111 - 5181 N. Glenwood St,5153,Boise,,ID,83714,,815 SF,Garden City,Strip Center,,$0.50 - $0.75 /SF/Mo,,,Matt Mahoney,19361491,Now
Retail,Glenwood City Center,5111 - 5181 N. Glenwood St,5159,Boise,,ID,83714,,1 420 SF,Garden City,Strip Center,,$0.50 - $0.75 /SF/Mo,,,Matt Mahoney,19361491,Now
Retail,Glenwood City Center,5111 - 5181 N. Glenwood St,5169,Boise,,ID,83714,,1 220 SF,Garden City,Strip Center,,$0.50 - $0.75 /SF/Mo,,,Matt Mahoney,19361491,Now
Retail,Glenwood City Center,5111 - 5181 N. Glenwood St,5171,Boise,,ID,83714,,1 420 SF,Garden City,Strip Center,,$0.50 - $0.75 /SF/Mo,,,Matt Mahoney,19361491,Now
Industrial,Midtown Business Park Industrial Space For Lease,210 East 37th Street,200 E. 37th Space 1,Garden City,,ID,83714,50 938 SF,1 440 SF,Garden City,Flex Space,,$0.63 - $75.67 /SF/Mo,1 440 SF,,Bryan Oliver,18981934,
Industrial,Midtown Business Park Industrial Space For Lease,210 East 37th Street,208 E. 37th Space 1,Garden City,,ID,83714,50 938 SF,1 000 SF,Garden City,Flex Space,,$0.63 - $75.67 /SF/Mo,1 000 SF,,Bryan Oliver,18981934,
Industrial,Midtown Business Park Industrial Space For Lease,210 East 37th Street,208 E. 37th Space 4,Garden City,,ID,83714,50 938 SF,720 SF,Garden City,Flex Space,,$0.63 - $75.67 /SF/Mo,720 SF,,Bryan Oliver,18981934,
Industrial,Midtown Business Park Industrial Space For Lease,210 East 37th Street,208 E. 37th Space 5,Garden City,,ID,83714,50 938 SF,720 SF,Garden City,Flex Space,,$0.63 - $75.67 /SF/Mo,720 SF,,Bryan Oliver,18981934,
Industrial,Midtown Business Park Industrial Space For Lease,210 East 37th Street,210 E. 37th Space 1A,Garden City,,ID,83714,50 938 SF,2 532 SF,Garden City,Flex Space,,$0.63 - $133 /SF/Mo,2 532 SF,,Bryan Oliver,18981934,
Industrial,Midtown Business Park Industrial Space For Lease,210 East 37th Street,202 E. 37th Space 13,Garden City,,ID,83714,50 938 SF,1 223 SF,Garden City,Flex Space,,$0.63 - $133 /SF/Mo,1 223 SF,,Bryan Oliver,18981934,
Industrial,Midtown Business Park Industrial Space For Lease,210 East 37th Street,208 E. 37th Space 11,Garden City,,ID,83714,50 938 SF,880 SF,Garden City,Flex Space,,$0.63 - $133 /SF/Mo,1 760 SF,,Bryan Oliver,18981934,
Industrial,Midtown Business Park Industrial Space For Lease,210 East 37th Street,208 E. 37th Space 12,Garden City,,ID,83714,50 938 SF,880 SF,Garden City,Flex Space,,$0.63 - $133 /SF/Mo,1 760 SF,,Bryan Oliver,18981934,
Industrial,5311 Glenwood,5311 Glenwood,Space 1,Garden City,,ID,83714,14 500 SF,14 500 SF,Garden City,Warehouse,,$0.44 /SF/Mo,,,Bryant Jones,19248507,Now
Retail,3145-3165 W. Chinden Blvd.,3145-3165 W. Chinden Blvd.,3145,Garden City,,ID,83714,,1 873 SF,Garden City,Strip Center,,$0.67 /SF/Mo,,,Brian Herbert,19235542,Now
Retail,3145-3165 W. Chinden Blvd.,3145-3165 W. Chinden Blvd.,3149,Garden City,,ID,83714,,1 752 SF,Garden City,Strip Center,,$0.67 /SF/Mo,,,Brian Herbert,19235542,Now
Retail,3145-3165 W. Chinden Blvd.,3145-3165 W. Chinden Blvd.,3155,Garden City,,ID,83714,,1 875 SF,Garden City,Strip Center,,$0.67 /SF/Mo,,,Brian Herbert,19235542,Now
Retail,3145-3165 W. Chinden Blvd.,3145-3165 W. Chinden Blvd.,3165,Garden City,,ID,83714,,1 872 SF,Garden City,Strip Center,,$0.67 /SF/Mo,,,Brian Herbert,19235542,Now
Office,Office Flex Building For Sale & Lease,4977 West Fairview Avenue,Space 1,Boise,,ID,83706,4 763 SF,4 763 SF,Garden City,Office Building,B,$0.83 /SF/Mo,4 763 SF,,Bryan Oliver,19175835,Now
Industrial,44th Street,611 - 703 E. 44th Street,703 E. 44th #11,Boise,,ID,83714,53 500 SF,1 250 SF,Garden City,Warehouse,,$0.40 - $41.67 /SF/Mo,1 250 SF,,Tim Graver,16550899,
Industrial,44th Street,611 - 703 E. 44th Street,701 E. 44th #7,Boise,,ID,83714,53 500 SF,1 250 SF,Garden City,Warehouse,,$0.40 - $41.67 /SF/Mo,1 250 SF,,Tim Graver,16550899,Now
Industrial,44th Street,611 - 703 E. 44th Street,611 E. 44th #4,Boise,,ID,83714,53 500 SF,1 000 SF,Garden City,Warehouse,,$0.40 - $41.67 /SF/Mo,4 000 SF,,Tim Graver,16550899,Now
Industrial,44th Street,611 - 703 E. 44th Street,611 E. 44th #5&6,Boise,,ID,83714,53 500 SF,2 000 SF,Garden City,Warehouse,,$0.40 - $66.67 /SF/Mo,4 000 SF,,Tim Graver,16550899,Now
Industrial,44th Street,611 - 703 E. 44th Street,611 E. 44th #7,Boise,,ID,83714,53 500 SF,1 000 SF,Garden City,Warehouse,,$0.40 - $66.67 /SF/Mo,4 000 SF,,Tim Graver,16550899,Now
Retail,3401 Chinden,3401 W. Chinden Blvd.,3405,Boise,,ID,83714,5 113 SF,1 652 SF,Garden City,Free Standing Bldg,,$0.61 /SF/Mo,1 652 SF,,Thornton Oliver Keller Commercial Real Estate,19038700,Now
Industrial,5100 Sawyer Ave,5100 N. Sawyer Avenue,1,Boise,,ID,83714,24 325 SF,24 325 SF,Garden City,Warehouse,,$0.38 /SF/Mo,24 325 SF,,Thornton Oliver Keller Commercial Real Estate,18960467,Now
Office,Ashland Business Park Retail Office Space,5525 North Glenwood Street,Space 1,Garden City,,ID,83714,2 575 SF,2 575 SF,Garden City,Office Building,B,$0.83 /SF/Mo,2 575 SF,,DJ Thompson,18843530,Now
Office,5555 N Glenwood,5555 N Glenwood,100,Garden City,,ID,83714,10 992 SF,1 800 SF,Garden City,Office Building,A,$1 /SF/Mo,1 800 SF,,Timothy Sullivan Jr,18753713,Now
Office,5555 N Glenwood,5555 N Glenwood,200,Garden City,,ID,83714,10 992 SF,1 108 SF,Garden City,Office Building,A,$1 /SF/Mo,1 108 SF,,Timothy Sullivan Jr,18753713,Now
Retail,3520 Chinden Boulevard,3520 Chinden Boulevard,Space 1,Boise,,ID,83705,6 387 SF,3 193 SF,Garden City,Free Standing Bldg,,$0.67 /SF/Mo,,,Lew Goldman,18658833,Now
Retail,5681 N. Glenwood St.,5681 N. Glenwood St.,Space 1,Garden City,,ID,83714,,3 627 SF,Garden City,Strip Center,,$0.88 /SF/Mo,,,Tricia Callies,18652562,
Retail,Glenwood City Centre,5181 Glenwood St.,5113,Boise,,ID,83714,60 000 SF,1 600 SF,Garden City,Retail Pad,,$0.75 /SF/Mo,,,Brian Herbert,16724675,
Retail,Glenwood City Centre,5181 Glenwood St.,5115,Boise,,ID,83714,60 000 SF,1 600 SF,Garden City,Retail Pad,,$0.75 /SF/Mo,,,Brian Herbert,16724675,
Retail,Glenwood City Centre,5181 Glenwood St.,5153,Boise,,ID,83714,60 000 SF,815 SF,Garden City,Retail Pad,,$0.75 /SF/Mo,,,Brian Herbert,16724675,
Retail,Glenwood City Centre,5181 Glenwood St.,5169,Boise,,ID,83714,60 000 SF,1 220 SF,Garden City,Retail Pad,,$0.75 /SF/Mo,,,Brian Herbert,16724675,
Retail,Glenwood City Centre,5181 Glenwood St.,Space 1,Boise,,ID,83714,60 000 SF,30 000 SF,Garden City,Retail Pad,,$0.54 - $0.75 /SF/Mo,,,Brian Herbert,16724675,Now
Office,4688 W Chinden Blvd,4688 W Chinden Blvd,Space 1,Garden City,,ID,83714,10 486 SF,2 250 SF,Garden City,Office-R&D,B,$0.74 /SF/Mo,,,Matt Mahoney,18613942,Now
Office,For Lease - Omega Plaza,129 E 50th Street,Space 1,Boise,,ID,83714,6 000 SF,3 000 SF,Garden City,Office Building,B,$0.67 /SF/Mo,3 000 SF,,Nancy K. Lemas,18282624,Now
Industrial,46th & Chinden Business Center,107 E. 46th Street,111,Boise,,ID,83714,32 030 SF,1 250 SF,Garden City,Flex Space,,$0.56 - $57.92 /SF/Mo,,,Carl Beavers,17946415,Now
Industrial,46th & Chinden Business Center,107 E. 46th Street,205,Boise,,ID,83714,32 030 SF,938 SF,Garden City,Flex Space,,$0.53 - $57.92 /SF/Mo,,,Carl Beavers,17946415,Now
Office,4094 W. Chinden Blvd.,4094 W. Chinden Blvd.,Ste 200,Garden City,,ID,83714,3 540 SF,1 200 SF,Garden City,Office Building,B,$0.67 - $66.67 /SF/Mo,,,Debbie Martin  SIOR,17518647,Now
Office,305 E 37th St,305 E 37th,1,Garden City,,ID,83714,2 642 SF,3 000 SF,Garden City,Office Building,B,$0.75 - $187.50 /SF/Mo,2 642 SF,,Gary Bates,16489640,
Industrial,120 E. 38th Street,120 E. 38th Street,105,Garden City,,ID,83714,13 200 SF,1 650 SF,Garden City,Flex Space,,$0.52 - $70.83 /SF/Mo,1 650 SF,,Tim Graver,17844760,Now
Office,Glenwood Office,5531 N Glenwood St.,Office,Boise,,ID,83714,3 525 SF,3 525 SF,Garden City,Office Building,A,$1.17 /SF/Mo,3 525 SF,,Randy Dinger,19301929,Now
Office,Marigold Riverpoint,7988 W Marigold,130,Garden City,,ID,83714,5 600 SF,180 SF,Garden City,Executive Suite,A,$2.22 - $33.33 /SF/Mo,,,Jon Murdoch,19180359,Now
Office,Marigold Riverpoint,7988 W Marigold,100,Garden City,,ID,83714,5 600 SF,165 SF,Garden City,Executive Suite,A,$2.22 - $33.33 /SF/Mo,,,Jon Murdoch,19180359,Now
Industrial,Alworth,5111 Alworth,C,Garden City,,ID,83714,9 600 SF,1 300 SF,Garden City,Flex Space,,$0.44 - $47.67 /SF/Mo,,,Brenda Clay,19076139,Now
Retail,5865 Glenwood,5865 Glenwood,Space 1,Garden City,,ID,83714,,1 200 SF,Garden City,Strip Center,,$1.17 /SF/Mo,,,Darin Burrell,18620466,Now
Retail,616 Americana,616 Americana,Space 1,Boise,,ID,83702,1 950 SF,1 950 SF,Downtown Periphery,Free Standing Bldg,,$1.17 /SF/Mo,1 950 SF,,Michael Bergmann,19377100,Now
Office,RiverWalk Center Sublease,1673 Shoreline Drive Suite 200,Suite 140,Boise,,ID,83702,19 125 SF,2 678 SF,Downtown Periphery,Office Building,A,$1.65 /SF/Mo,5 039 SF,,Scott Schoenherr,19340669,Now
Office,RiverWalk Center Sublease,1673 Shoreline Drive Suite 200,120,Boise,,ID,83702,19 125 SF,2 361 SF,Downtown Periphery,Office Building,A,$1.65 /SF/Mo,5 039 SF,,Scott Schoenherr,19340669,9/1/2015
Office,RiverWalk Center Sublease,1673 Shoreline Drive Suite 200,Space 1,Boise,,ID,83702,19 125 SF,4 469 SF,Downtown Periphery,Office Building,A,$1.63 - $1.65 /SF/Mo,4 469 SF,,Scott Schoenherr,19340669,Now
Office,Americana Office Building,620 Americana,Space 1,Boise,,ID,83702,1 016 SF,1 016 SF,Downtown Periphery,Office Building,B,$1.25 /SF/Mo,,,Robert Hildebran,19309628,Now
Office,8th & Fulton,519 8th Street,1,Boise,,ID,83702,19 632 SF,893 SF,Downtown Periphery,Creative/Loft,A,$0.50 /SF/Mo,893 SF,,Scott Feighner,19166386,Now
Office,8th & Fulton,519 8th Street,2,Boise,,ID,83702,19 632 SF,1 980 SF,Downtown Periphery,Creative/Loft,A,$0.50 - $1.25 /SF/Mo,1 980 SF,,Scott Feighner,19166386,Now
Office,203 W Main Street,203 W Main Street,200,Boise,,ID,83702,6 720 SF,3 198 SF,Downtown Periphery,Medical Office,A,$1.75 /SF/Mo,,,Scott Feighner,19248443,9/1/2015
Office,1150 State Street,1150 State Street,Suite 202 A-C,Boise,,ID,83702,13 224 SF,583 SF,Downtown Periphery,Office Building,A,$1 /SF/Mo,3 094 SF,,Jamie Anderson,19231177,Now
Office,1150 State Street,1150 State Street,Suite 202,Boise,,ID,83702,13 224 SF,813 SF,Downtown Periphery,Office Building,A,$1 /SF/Mo,3 094 SF,,Jamie Anderson,19231177,Now
Office,1150 State Street,1150 State Street,Suite 203,Boise,,ID,83702,13 224 SF,1 698 SF,Downtown Periphery,Office Building,A,$1 /SF/Mo,3 094 SF,,Jamie Anderson,19231177,Now
Retail,The Marketplace,1700 W. State Street,1700,Boise,,ID,83702,,1 500 SF,Downtown Periphery,Community Center,,$2.33 /SF/Mo,,,Mike Christensen,18638100,
Retail,The Marketplace,1700 W. State Street,1786,Boise,,ID,83702,,1 892 SF,Downtown Periphery,Community Center,,$1.54 - $2.33 /SF/Mo,,,Mike Christensen,18638100,
Retail,Broadway 111,111 S. Broadway,Space 1,Boise,,ID,83702,,1 000 SF,Downtown Periphery,Neighborhood Center,,Negotiable,6 000 SF,,Steve Cannariato,18997460,
Office,300 Myrtle,300 Myrtle,Suite 203,Boise,,ID,83702,6 211 SF,70 SF,Downtown Periphery,Office Building,A,$8.57 - $50 /SF/Mo,,,Chris Penland,17700970,
Office,300 Myrtle,300 Myrtle,Suite 204,Boise,,ID,83702,6 211 SF,167 SF,Downtown Periphery,Office Building,A,$3.59 - $50 /SF/Mo,,,Chris Penland,17700970,
Office,300 Myrtle,300 Myrtle,2nd Floor,Boise,,ID,83702,6 211 SF,3 105 SF,Downtown Periphery,Office Building,A,$1.25 - $50 /SF/Mo,3 105 SF,,Chris Penland,17700970,Now
Office,30th & Main Street,3003 W. Main Street,110,Boise,,ID,83702,20 043 SF,1 874 SF,Downtown Periphery,Medical Office,,Negotiable,1 874 SF,,Thornton Oliver Keller Commercial Real Estate,18605504,Now
Office,30th & Main Street,3003 W. Main Street,200,Boise,,ID,83702,20 043 SF,10 230 SF,Downtown Periphery,Medical Office,,Negotiable,10 230 SF,,Thornton Oliver Keller Commercial Real Estate,18605504,Now
Office,Downtown Office,100 W Main Street,Space 1,Boise,,ID,83702,4 702 SF,386 SF,Downtown Periphery,Creative/Loft,C,$1.55 - $50 /SF/Mo,,,Chase Erkins,18265362,Now
Retail,Civic Plaza,190 E Front St,102,Boise,,ID,83702,189 816 SF,25 000 SF,Downtown Periphery,Street Retail,,Negotiable,25 000 SF,,Mike Erkmann,17858097,Now
Office,811 north 6th,811 north 6th street,Space 1,Boise,,ID,83702,1 852 SF,1 852 SF,Downtown Periphery,Office Building,B,$1 /SF/Mo,,,eric borchers,19361497,10/1/2015
Office,Fulton Annex,518-520 S. 9th Street,250,Boise,,ID,83702,10 346 SF,1 285 SF,Downtown Periphery,Office Building,,$1.33 /SF/Mo,1 285 SF,,Thornton Oliver Keller Commercial Real Estate,16903687,Now
Office,Fulton Annex,518-520 S. 9th Street,Basement,Boise,,ID,83702,10 346 SF,1 858 SF,Downtown Periphery,Office Building,,$1 - $1.33 /SF/Mo,1 858 SF,,Thornton Oliver Keller Commercial Real Estate,16903687,Now
Office,512-516 8th Street,512-516 S. 8th Street,512-516,Boise,,ID,83702,19 865 SF,19 865 SF,Downtown Periphery,Office Building,,$0.92 /SF/Mo,19 865 SF,,Thornton Oliver Keller Commercial Real Estate,19251803,Now
Office,512-516 8th Street,512-516 S. 8th Street,512,Boise,,ID,83702,19 865 SF,4 880 SF,Downtown Periphery,Office Building,,$0.92 /SF/Mo,4 880 SF,,Thornton Oliver Keller Commercial Real Estate,19251803,Now
Office,512-516 8th Street,512-516 S. 8th Street,516 - 1st,Boise,,ID,83702,19 865 SF,7 620 SF,Downtown Periphery,Office Building,,$0.92 /SF/Mo,7 620 SF,,Thornton Oliver Keller Commercial Real Estate,19251803,Now
Office,512-516 8th Street,512-516 S. 8th Street,516 - 2nd,Boise,,ID,83702,19 865 SF,7 365 SF,Downtown Periphery,Office Building,,$0.92 /SF/Mo,7 365 SF,,Thornton Oliver Keller Commercial Real Estate,19251803,Now
Office,Capitol Gateway Sublease,1211 West Myrtle St,110,Boise,,ID,83702,2 892 SF,2 892 SF,Downtown Periphery,Office Building,,$1.54 /SF/Mo,2 892 SF,,Thornton Oliver Keller Commercial Real Estate,18897072,Now
Office,New Remodel Option - Downtown Office Space,1655 West Fairview Avenue,Suite 208,Boise,,ID,83702,29 368 SF,302 SF,Downtown Periphery,Office Building,B,$1.08 /SF/Mo,302 SF,,DJ Thompson,17642612,
Office,Capitol Gateway II,1211 W. Myrtle Street,100,Boise,,ID,83702,31 321 SF,6 283 SF,Downtown Periphery,Office Building,,$1.63 /SF/Mo,6 283 SF,,Thornton Oliver Keller Commercial Real Estate,18182768,Now
Office,Capitol Gateway II,1211 W. Myrtle Street,300,Boise,,ID,83702,31 321 SF,7 361 SF,Downtown Periphery,Office Building,,$1.63 /SF/Mo,7 361 SF,,Thornton Oliver Keller Commercial Real Estate,18182768,Now
Office,RiverWalk Center I,1661 Shoreline Drive,2nd,Boise,,ID,83702,15 279 SF,7 640 SF,Downtown Periphery,Office Building,,$1.58 /SF/Mo,7 640 SF,,Thornton Oliver Keller Commercial Real Estate,18363881,Now
Office,River Park Office Building,1199 Shoreline Drive,Suite 305,Boise,,ID,83702,24 483 SF,1 952 SF,Downtown Periphery,Office Building,A,$1.38 /SF/Mo,,,Jim Hosac,17759095,
Office,,805 West Idaho Street,4th Floor,Boise,,ID,83702,36 748 SF,9 496 SF,Downtown,Office Building,A,$1.23 /SF/Mo,,,Chris Penland,19146968,Now
Office,,223 North 6th Street,420,Boise,,ID,83702,28 800 SF,259 SF,Downtown,Office Building,A,$1.74 - $37.50 /SF/Mo,1 807 SF,,Jennifer McEntee,17206050,
Office,,223 North 6th Street,425,Boise,,ID,83702,28 800 SF,1 548 SF,Downtown,Office Building,A,$1.74 - $233.33 /SF/Mo,1 807 SF,,Jennifer McEntee,17206050,
Office,,223 North 6th Street,Suite 240,Boise,,ID,83702,28 800 SF,326 SF,Downtown,Office Building,A,$1.17 - $233.33 /SF/Mo,326 SF,,Jennifer McEntee,17206050,
Office,,223 North 6th Street,Suite 205,Boise,,ID,83702,28 800 SF,759 SF,Downtown,Office Building,A,$1.17 - $233.33 /SF/Mo,759 SF,,Jennifer McEntee,17206050,
Office,,950 WEST BANNOCK STREET,2nd floor,Boise,,ID,83702,180 000 SF,9 800 SF,Downtown,Office Building,A,$1.75 /SF/Mo,9 800 SF,,Bill Beck,17641132,
Office,,950 WEST BANNOCK STREET,3rd floor,Boise,,ID,83702,180 000 SF,6 000 SF,Downtown,Office Building,A,$1.71 - $1.75 /SF/Mo,6 500 SF,,Bill Beck,17641132,
Office,,950 WEST BANNOCK STREET,4th floor,Boise,,ID,83702,180 000 SF,2 500 SF,Downtown,Office Building,A,$1.71 - $1.75 /SF/Mo,2 500 SF,,Bill Beck,17641132,
Office,,950 WEST BANNOCK STREET,8th floor,Boise,,ID,83702,180 000 SF,2 212 SF,Downtown,Office Building,A,$1.71 - $1.85 /SF/Mo,,,Bill Beck,17641132,Now
Office,,950 WEST BANNOCK STREET,10th floor,Boise,,ID,83702,180 000 SF,15 570 SF,Downtown,Office Building,A,$1.71 - $1.92 /SF/Mo,,,Bill Beck,17641132,8/1/2016
Office,,416 S. 8th Street,103,Boise,,ID,83702,23 220 SF,283 SF,Downtown,Office Building,B,$2.47 - $58.33 /SF/Mo,,,Shane Jimenez,18636654,
Office,,106 N 6th St,Ste 205,Boise,,ID,83702,38 000 SF,350 SF,Downtown,Office Building,A,$1.25 - $36.46 /SF/Mo,,,Beth Peace,19027092,Now
Office,,106 N 6th St,202,Boise,,ID,83702,38 000 SF,1 247 SF,Downtown,Office Building,A,$1.25 - $138.67 /SF/Mo,,,Beth Peace,19027092,Now
Office,,106 N 6th St,574 Main,Boise,,ID,83702,38 000 SF,1 110 SF,Downtown,Office Building,A,$1.25 - $138.67 /SF/Mo,,,Beth Peace,19027092,9/1/2015
Office,,106 N 6th St,510 Main,Boise,,ID,83702,38 000 SF,2 006 SF,Downtown,Office Building,A,$1.25 - $138.67 /SF/Mo,,,Beth Peace,19027092,Now
Office,,404 S. 8th Street,202,Boise,,ID,83702,75 031 SF,479 SF,Downtown,Creative/Loft,B,$1.46 - $58.33 /SF/Mo,479 SF,,Wendy Shoemaker,18343140,
Office,,404 S. 8th Street,204,Boise,,ID,83702,75 031 SF,7 118 SF,Downtown,Creative/Loft,B,$1.42 - $58.33 /SF/Mo,12 156 SF,,Wendy Shoemaker,18343140,
Office,,404 S. 8th Street,L105,Boise,,ID,83702,75 031 SF,1 268 SF,Downtown,Creative/Loft,B,$1.17 - $58.33 /SF/Mo,1 268 SF,,Wendy Shoemaker,18343140,
Office,,404 S. 8th Street,207,Boise,,ID,83702,75 031 SF,626 SF,Downtown,Creative/Loft,B,$1.17 - $72.92 /SF/Mo,626 SF,,Wendy Shoemaker,18343140,
Office,,404 S. 8th Street,170,Boise,,ID,83702,75 031 SF,5 038 SF,Downtown,Creative/Loft,B,$1.17 - $72.92 /SF/Mo,,,Wendy Shoemaker,18343140,Now
